n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4
2,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
8,30593.8,173064,0,0,0,0,979000
16,0,0,0,0,0,0,0
32,47187.5,196486,0,0,0,0,1.008e+006
64,821500,686948,0,0,1.0035e+006,1.50625e+006,1.89e+006
128,6.37019e+006,1.69973e+006,4.526e+006,5.52325e+006,6.032e+006,6.5975e+006,1.2639e+007
256,4.60902e+007,4.81424e+006,4.1918e+007,4.31578e+007,4.44815e+007,4.61198e+007,6.3463e+007
512,3.39002e+008,5.44821e+006,3.35024e+008,3.36727e+008,3.37446e+008,3.39012e+008,3.65944e+008
