n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4
288,1.04423e+09,5.01567e+07,9.7628e+08,1.01153e+09,1.03478e+09,1.07026e+09,1.22016e+09
290,1.12167e+09,3.04973e+07,1.06537e+09,1.09614e+09,1.12766e+09,1.14478e+09,1.16903e+09
292,1.0718e+09,4.69821e+07,9.77539e+08,1.03152e+09,1.07215e+09,1.10642e+09,1.1661e+09
294,1.44156e+09,7.23403e+08,9.33902e+08,1.0269e+09,1.07401e+09,1.27321e+09,3.05618e+09
296,2.08997e+09,5.79221e+08,1.13275e+09,1.75158e+09,2.18274e+09,2.52416e+09,3.62888e+09
298,1.21562e+09,1.24572e+08,1.04889e+09,1.12099e+09,1.17457e+09,1.292e+09,1.58751e+09
300,1.25783e+09,1.43509e+08,1.05625e+09,1.17218e+09,1.2248e+09,1.31113e+09,1.7362e+09
302,1.53183e+09,5.54549e+08,1.0245e+09,1.14921e+09,1.24546e+09,1.80273e+09,3.29559e+09
304,1.05866e+09,5.35755e+07,9.8989e+08,1.01186e+09,1.05244e+09,1.09267e+09,1.21881e+09
306,1.06983e+09,5.92642e+07,9.8055e+08,1.02745e+09,1.05633e+09,1.11594e+09,1.18463e+09
308,1.02604e+09,5.11276e+07,9.54002e+08,9.86153e+08,1.02578e+09,1.05779e+09,1.15851e+09
310,9.93989e+08,4.28983e+07,9.15782e+08,9.64337e+08,9.80706e+08,1.02185e+09,1.07925e+09
312,1.04451e+09,4.77608e+07,9.73332e+08,1.00985e+09,1.03656e+09,1.0756e+09,1.14072e+09
314,1.02439e+09,6.44547e+07,9.31276e+08,9.73973e+08,1.01045e+09,1.05212e+09,1.19931e+09
316,1.02637e+09,4.28148e+07,9.66319e+08,9.9481e+08,1.01837e+09,1.04442e+09,1.17414e+09
318,1.02638e+09,5.35316e+07,9.41726e+08,1.00162e+09,1.02579e+09,1.04921e+09,1.18489e+09
320,1.02985e+09,4.11288e+07,9.41604e+08,1.01078e+09,1.03177e+09,1.04348e+09,1.1527e+09
322,1.04677e+09,8.14402e+07,9.3632e+08,9.7927e+08,1.0409e+09,1.07167e+09,1.23207e+09
324,1.0358e+09,5.11893e+07,8.9134e+08,1.0159e+09,1.04883e+09,1.06529e+09,1.11042e+09
326,1.02633e+09,4.25006e+07,9.63811e+08,9.99156e+08,1.01984e+09,1.05197e+09,1.14589e+09
328,1.00413e+09,4.99473e+07,9.12285e+08,9.64007e+08,1.00065e+09,1.04687e+09,1.10324e+09
330,9.84968e+08,3.34442e+07,9.18323e+08,9.5965e+08,9.92251e+08,1.00812e+09,1.0443e+09
332,9.81621e+08,5.23182e+07,8.97169e+08,9.48986e+08,9.74294e+08,1.00803e+09,1.12439e+09
334,9.82629e+08,4.18998e+07,8.85459e+08,9.55902e+08,9.78322e+08,1.00707e+09,1.07456e+09
336,9.62153e+08,5.03575e+07,8.75312e+08,9.29107e+08,9.62277e+08,9.86112e+08,1.13499e+09
338,9.58889e+08,4.57307e+07,8.90642e+08,9.30544e+08,9.67e+08,9.80052e+08,1.1123e+09
340,9.57118e+08,5.0346e+07,8.83288e+08,9.18888e+08,9.47852e+08,9.89402e+08,1.09366e+09
342,9.44679e+08,3.81529e+07,8.97877e+08,9.18534e+08,9.35475e+08,9.55854e+08,1.0773e+09
344,9.39392e+08,5.54975e+07,8.59835e+08,9.10828e+08,9.22128e+08,9.53434e+08,1.16064e+09
346,9.79852e+08,4.71427e+07,9.01803e+08,9.39149e+08,9.86519e+08,1.0042e+09,1.08068e+09
348,9.94139e+08,4.96726e+07,8.77675e+08,9.59575e+08,9.83458e+08,1.02766e+09,1.09161e+09
350,9.94434e+08,4.84427e+07,8.98465e+08,9.54532e+08,9.98811e+08,1.02507e+09,1.10554e+09
352,9.43241e+08,4.21341e+07,8.68357e+08,9.2294e+08,9.32473e+08,9.51558e+08,1.08951e+09
354,9.30857e+08,3.38061e+07,8.71743e+08,9.09359e+08,9.31841e+08,9.47124e+08,1.01964e+09
356,8.98973e+08,4.08446e+07,8.45546e+08,8.66814e+08,8.93544e+08,9.15503e+08,1.01338e+09
358,9.48704e+08,4.36136e+07,8.56742e+08,9.22336e+08,9.51449e+08,9.73916e+08,1.06819e+09
360,9.32867e+08,3.2595e+07,8.76661e+08,9.12142e+08,9.36577e+08,9.51991e+08,9.98257e+08
362,9.30845e+08,4.28613e+07,8.57106e+08,8.95664e+08,9.23822e+08,9.68558e+08,1.00527e+09
364,9.05129e+08,3.97255e+07,8.34679e+08,8.78383e+08,8.98608e+08,9.27879e+08,1.01332e+09
366,9.01299e+08,3.74757e+07,8.42324e+08,8.81048e+08,8.91782e+08,9.23017e+08,1.01592e+09
368,8.88699e+08,3.2196e+07,8.31079e+08,8.70264e+08,8.85514e+08,9.05942e+08,9.61007e+08
370,9.55141e+08,1.24874e+08,8.39091e+08,8.78388e+08,9.14422e+08,9.79067e+08,1.38941e+09
372,8.87932e+08,4.66645e+07,8.21036e+08,8.55866e+08,8.84557e+08,9.07241e+08,1.05782e+09
374,8.627e+08,2.25704e+07,8.07908e+08,8.46773e+08,8.65021e+08,8.76494e+08,9.08686e+08
376,8.55724e+08,2.11262e+07,8.22683e+08,8.37068e+08,8.55572e+08,8.75692e+08,8.8855e+08
378,8.46944e+08,2.61577e+07,7.88139e+08,8.3156e+08,8.45456e+08,8.64462e+08,9.03208e+08
380,8.55906e+08,3.5087e+07,7.9988e+08,8.2606e+08,8.56277e+08,8.81492e+08,9.54726e+08
382,8.58806e+08,4.00657e+07,8.04168e+08,8.3816e+08,8.51986e+08,8.73957e+08,9.84975e+08
384,9.18297e+08,3.68797e+07,8.32394e+08,9.00541e+08,9.11472e+08,9.4923e+08,9.84108e+08
386,9.26647e+08,3.04344e+07,8.60945e+08,9.09494e+08,9.2604e+08,9.51917e+08,9.79575e+08
388,8.98258e+08,6.41906e+07,8.22464e+08,8.51993e+08,8.81683e+08,9.1447e+08,1.13231e+09
390,8.62977e+08,1.96962e+07,8.25082e+08,8.49286e+08,8.59346e+08,8.7657e+08,8.99052e+08
392,8.56635e+08,2.28976e+07,8.01445e+08,8.46188e+08,8.59824e+08,8.65461e+08,8.96157e+08
394,8.53475e+08,3.02923e+07,7.94606e+08,8.30839e+08,8.5481e+08,8.75838e+08,9.29046e+08
396,8.50339e+08,2.46675e+07,8.09469e+08,8.3134e+08,8.50816e+08,8.76297e+08,8.87965e+08
398,8.45532e+08,2.63156e+07,7.82035e+08,8.28581e+08,8.38877e+08,8.66221e+08,8.91812e+08
400,8.44803e+08,2.73288e+07,7.92142e+08,8.2716e+08,8.49414e+08,8.66362e+08,9.15133e+08
402,8.45795e+08,2.52401e+07,7.89495e+08,8.28854e+08,8.46676e+08,8.61864e+08,8.8797e+08
404,8.3728e+08,2.49126e+07,7.89441e+08,8.19216e+08,8.32518e+08,8.60504e+08,8.90254e+08
406,8.49119e+08,2.56259e+07,7.88246e+08,8.32263e+08,8.51441e+08,8.70235e+08,8.98106e+08
408,8.51844e+08,2.66257e+07,8.05552e+08,8.34659e+08,8.53901e+08,8.67847e+08,9.10797e+08
410,8.34295e+08,2.01656e+07,8.04758e+08,8.20234e+08,8.33338e+08,8.49979e+08,8.88834e+08
412,8.46465e+08,4.58608e+07,7.98509e+08,8.11151e+08,8.38092e+08,8.65289e+08,1.01071e+09
414,8.36725e+08,2.92315e+07,7.95146e+08,8.17824e+08,8.31786e+08,8.4939e+08,9.44715e+08
416,8.23423e+08,1.87529e+07,7.88015e+08,8.1001e+08,8.21124e+08,8.34278e+08,8.57897e+08
418,8.17995e+08,2.3073e+07,7.82365e+08,8.05628e+08,8.13648e+08,8.32603e+08,9.01922e+08
420,8.02276e+08,1.59865e+07,7.76449e+08,7.89558e+08,8.01533e+08,8.16013e+08,8.33156e+08
422,8.01791e+08,1.81256e+07,7.65629e+08,7.90485e+08,8.01884e+08,8.10948e+08,8.35354e+08
424,8.05219e+08,2.60333e+07,7.6161e+08,7.83389e+08,8.08404e+08,8.24428e+08,8.77823e+08
426,8.03613e+08,2.21104e+07,7.66513e+08,7.89346e+08,8.05428e+08,8.13783e+08,8.66689e+08
428,8.11813e+08,5.04393e+07,7.6368e+08,7.89499e+08,8.01675e+08,8.12199e+08,1.04882e+09
430,8.15289e+08,2.68311e+07,7.79593e+08,7.96879e+08,8.11284e+08,8.26774e+08,9.10573e+08
