n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4
220,1.16299e+08,2.97378e+06,1.13874e+08,1.14734e+08,1.15484e+08,1.17098e+08,1.30728e+08
222,1.14812e+08,699699,1.13801e+08,1.14317e+08,1.14636e+08,1.15207e+08,1.16656e+08
224,1.21591e+08,3.48538e+06,1.18585e+08,1.19512e+08,1.20316e+08,1.21537e+08,1.32957e+08
226,1.20255e+08,1.16506e+06,1.1899e+08,1.19673e+08,1.19945e+08,1.20498e+08,1.24487e+08
228,1.20217e+08,963429,1.19045e+08,1.19549e+08,1.1998e+08,1.20593e+08,1.22896e+08
230,1.20466e+08,1.66218e+06,1.18575e+08,1.19614e+08,1.2007e+08,1.20863e+08,1.27428e+08
232,1.20075e+08,969009,1.18983e+08,1.1943e+08,1.1981e+08,1.20482e+08,1.23368e+08
234,1.20571e+08,1.75436e+06,1.19031e+08,1.19539e+08,1.20288e+08,1.20764e+08,1.28371e+08
236,1.20824e+08,1.38365e+06,1.18786e+08,1.19908e+08,1.20404e+08,1.21304e+08,1.24178e+08
238,1.20202e+08,894642,1.19191e+08,1.19578e+08,1.1986e+08,1.20582e+08,1.22428e+08
240,1.2079e+08,1.88488e+06,1.18903e+08,1.1986e+08,1.20246e+08,1.2076e+08,1.28197e+08
242,1.2223e+08,3.6608e+06,1.19079e+08,1.19908e+08,1.20714e+08,1.22226e+08,1.34131e+08
244,1.20532e+08,1.16278e+06,1.19258e+08,1.19922e+08,1.2029e+08,1.20537e+08,1.25259e+08
246,1.20721e+08,1.13081e+06,1.19067e+08,1.19811e+08,1.20604e+08,1.20999e+08,1.24537e+08
248,1.20694e+08,1.99395e+06,1.19014e+08,1.1982e+08,1.20182e+08,1.2077e+08,1.30144e+08
250,1.21372e+08,2.9185e+06,1.1926e+08,1.19817e+08,1.20392e+08,1.2161e+08,1.32263e+08
252,1.20349e+08,1.05361e+06,1.19164e+08,1.19922e+08,1.20136e+08,1.20462e+08,1.25202e+08
254,1.20557e+08,1.21165e+06,1.19005e+08,1.19911e+08,1.20193e+08,1.21054e+08,1.24785e+08
256,7.87603e+08,4.95929e+06,7.8284e+08,7.84422e+08,7.86378e+08,7.88536e+08,8.09173e+08
258,7.8871e+08,6.92821e+06,7.82725e+08,7.8511e+08,7.8724e+08,7.89133e+08,8.20275e+08
260,7.87746e+08,4.80813e+06,7.82647e+08,7.84354e+08,7.86264e+08,7.90712e+08,8.04975e+08
262,7.86316e+08,2.58442e+06,7.83128e+08,7.84971e+08,7.85609e+08,7.86607e+08,7.95082e+08
264,7.85517e+08,3.64462e+06,7.81342e+08,7.83502e+08,7.84554e+08,7.87266e+08,8.00277e+08
266,7.86434e+08,3.99371e+06,7.82705e+08,7.8398e+08,7.84972e+08,7.87075e+08,8.03035e+08
268,7.85528e+08,3.66268e+06,7.8174e+08,7.83658e+08,7.84065e+08,7.85688e+08,7.96144e+08
270,7.85967e+08,3.22263e+06,7.81785e+08,7.8344e+08,7.84853e+08,7.87418e+08,7.95248e+08
272,7.85806e+08,4.08774e+06,7.81884e+08,7.83269e+08,7.84084e+08,7.87012e+08,8.02006e+08
